"","age","cg00532451","cg00311303","cg12209313","cg22942751","cg20630560","cg27264894","cg21543434","cg22370694","cg03981727","cg00251125","cg26037170","cg04140596","cg21683105","cg18159850","cg04843660","cg01816880","cg25622855","cg17745433","cg23630430","cg07600278","cg02268584","cg19746567","cg00901843","cg07382039","cg01765600","cg09853570","cg13107669","cg18494421","cg07922933","cg20775370","cg27394460","cg14661383","cg18857768","cg15618533","cg22850968","cg26940100","cg10770726","cg08621574","cg02281446","cg18329175","cg18261877","cg08794084","cg17602777","cg26273958","cg01084386","cg25222493","cg03054277","cg04850211","cg06190406","cg19401519","cg18477163","cg04924099","cg07198402","cg06637001","cg08262088","cg04193160","cg09636459","cg05794117","cg05844789","cg19789505","cg05706189","cg11852843","cg21407117","cg09411356","cg23644589"
"GSM989986",63,0.9884698,0.9104648,0.9142501,0.8584965,0.6934186,0.8597915,0.8480985,0.3339945,0.9953309,0.4475347,0.992039,0.7800944,0.8049483,0,0.745747,0.8052211,0.5793153,0.9513846,0.8318095,0.8199545,0.8617226,0.9218269,0.75875,0.726464,0.6935267,0.9233724,0.7721688,0.8579498,0.7909505,0.8444362,0.7503749,0.03574454,0.8537239,0.9306716,0.9866611,0.8115229,0.8597393,0.8222534,0.9938022,0.4726652,0.8472484,0.8260057,0.8038434,0.984946,0.05346791,0.9193162,0.9083993,0.6079316,0.9096574,0.7417688,0.379875,0.8123146,0.8442268,0.01244534,0.885321,0.5179945,0.7719272,0.8258445,0.524322,0.7731555,0.9662006,0.7801368,0.7694282,0.8051549,0.9366284
"GSM989987",28,0.9959177,0.8685078,0.8941191,0.8556828,0.6438739,0.8684632,0.8311267,0.3376719,0.993076,0.4224332,0.9978153,0.762282,0.7525613,0.002001532,0.7516297,0.799902,0.5872005,0.9465746,0.8083848,0.8011622,0.8491493,0.9051191,0.7677277,0.7003085,0.6779352,0.9112836,0.814075,0.8414422,0.7292264,0.8398851,0.6959426,0.03416738,0.8257673,0.919417,0.9898172,0.7097157,0.8719882,0.7810498,0.9923163,0.4750046,0.8350463,0.8031553,0.7995059,0.9851572,0.05211686,0.9027663,0.657123,0.5212867,0.8663128,0.734804,0.4140912,0.7928443,0.8294873,0.02090835,0.8628448,0.3685038,0.7613058,0.7948658,0.4852319,0.7816163,0.9589207,0.7896957,0.7356241,0.6982398,0.9094974
"GSM989988",54,0.9937443,0.8421143,0.8952014,0.8351856,0.614696,0.8633975,0.8417469,0.3446295,0.9904537,0.3672473,0.9971735,0.7400575,0.8009447,0,0.7363824,0.7741328,0.5010554,0.9590616,0.8042913,0.7917383,0.8623115,0.9148164,0.7541292,0.7212952,0.6758345,0.9103866,0.7981473,0.8462893,0.720979,0.8649651,0.7381908,0.03570953,0.8043806,0.8895638,0.9899018,0.7197853,0.8871944,0.8241127,0.9940828,0.4799639,0.8260391,0.789486,0.781559,0.9863521,0.05789487,0.9030275,0.5735322,0.5209488,0.8760585,0.7392741,0.2281884,0.7359714,0.8634694,4.154092e-05,0.8614202,0.3994231,0.7136921,0.8964904,0.5045926,0.6215419,0.9704114,0.7681149,0.7519519,0.7198317,0.9299222
"GSM989989",59,0.9916281,0.8506398,0.9292983,0.8529883,0.660612,0.8768992,0.8293183,0.2826361,0.9916258,0.4361389,0.9912127,0.7382551,0.8500164,0,0.7391117,0.7693049,0.5918849,0.9650001,0.8247185,0.7919729,0.883895,0.923682,0.7707357,0.7516326,0.68822,0.9052277,0.768028,0.847968,0.7350508,0.8513758,0.6970578,0.04558618,0.8279386,0.9114761,0.9846051,0.7843844,0.8662035,0.8168147,0.9975126,0.4807681,0.8655419,0.788655,0.7834601,0.98387,0.06026838,0.9179804,0.7764572,0.4052501,0.9045619,0.7503309,0.5772235,0.7719787,0.8352123,0.009235767,0.870039,0.4094446,0.7505857,0.8370084,0.4409632,0.7099916,0.9639415,0.7900562,0.7625514,0.7607916,0.8776017
"GSM989990",56,0.9906842,0.8979864,0.9096045,0.8678088,0.6534464,0.8626838,0.8374771,0.2902992,0.9923795,0.4416378,0.9969475,0.7961556,0.8092058,0.001199946,0.7007914,0.8130886,0.5924978,0.9559677,0.8194131,0.8511967,0.8628857,0.9112503,0.7929039,0.7636266,0.7614197,0.9165383,0.8387206,0.8776092,0.7949066,0.8943654,0.7506251,0.03421113,0.8702082,0.9324864,0.9830247,0.8061554,0.851477,0.8245534,0.9907176,0.4731935,0.8562573,0.8505537,0.8087618,0.9814842,0.0536087,0.9337614,0.8349928,0.4293349,0.9064164,0.7870691,0.4074945,0.8231782,0.808302,0.01387168,0.8873345,0.4507439,0.7857907,0.7549341,0.4445377,0.7057105,0.9788831,0.7934132,0.7985041,0.7826087,0.9146041
"GSM989991",50,0.9963072,0.8857837,0.9331124,0.8820505,0.6657059,0.8863561,0.8567839,0.3427103,0.989184,0.4434156,0.9944624,0.7958586,0.857877,0.0005974301,0.7856156,0.8044252,0.6023573,0.9514421,0.8041059,0.8250521,0.8849127,0.9373341,0.7692075,0.768967,0.739565,0.903922,0.7914155,0.8790792,0.7370034,0.8812913,0.6646767,0.03354881,0.8909073,0.930522,0.9831371,0.8261265,0.8912638,0.8171287,0.9936143,0.5142941,0.8772753,0.8204814,0.820221,0.9792169,0.04917575,0.9157507,0.8729815,0.494011,0.9190648,0.7909153,0.4351356,0.823616,0.8588433,0.01916481,0.8742507,0.4710898,0.787581,0.8611684,0.4936929,0.7383531,0.9747567,0.8102137,0.7350106,0.8067356,0.908135
"GSM989992",30,0.9942753,0.8791651,0.9222751,0.864101,0.6703299,0.8512601,0.8443481,0.3403736,0.9959409,0.4189757,0.9926018,0.7727269,0.8122804,0.0006402513,0.7470369,0.7434655,0.5886306,0.9438909,0.8036761,0.8210528,0.8925292,0.8924533,0.7589464,0.7406878,0.6896762,0.9153925,0.8080624,0.8537121,0.625051,0.8488956,0.6506658,0.03484444,0.8629447,0.8989282,0.9875202,0.8287936,0.878211,0.7707219,0.9909703,0.5480269,0.8532652,0.7826675,0.8077524,0.9837174,0.05183615,0.9219694,0.7767101,0.5770438,0.8783539,0.7539914,0.4435956,0.7938855,0.8726707,0.01956732,0.8668249,0.4489287,0.7493796,0.8940162,0.580061,0.7605544,0.9842831,0.7296786,0.7031534,0.8009709,0.9278938
"GSM989993",50,0.9907503,0.8956701,0.9258556,0.8522144,0.7366974,0.8943613,0.8535648,0.3573476,0.9941692,0.432625,0.9960302,0.7938623,0.8337997,0,0.7895079,0.7968326,0.6091702,0.9655463,0.8189076,0.8448284,0.8830368,0.9191273,0.7799125,0.7847841,0.7364,0.9090286,0.7872147,0.8842846,0.7652135,0.8254998,0.7103698,0.03744077,0.8827608,0.9338253,0.9895784,0.8277265,0.8926724,0.8494239,0.9958379,0.5637143,0.8447512,0.8011886,0.8248656,0.9864415,0.05204982,0.9304925,0.8626734,0.5878711,0.8916557,0.7898295,0.437409,0.8071728,0.875747,0.01291979,0.8716877,0.4677001,0.7811099,0.8804875,0.541454,0.7909209,0.976636,0.7936558,0.7724667,0.807236,0.9316792
"GSM989994",47,0.9967572,0.8961334,0.9266586,0.8674929,0.6523287,0.8840601,0.8700859,0.3339535,0.9946562,0.4614009,0.9970919,0.7952511,0.8567036,0,0.7755986,0.8270721,0.6242212,0.9644135,0.8412495,0.8392156,0.8811079,0.9238987,0.7949653,0.796694,0.7819319,0.9245761,0.8120064,0.8744654,0.7852315,0.8749126,0.719316,0.03991528,0.878168,0.9263892,0.9927517,0.8379837,0.8832201,0.8233277,0.9919445,0.5161136,0.8846147,0.84545,0.833037,0.9962815,0.06250259,0.9221826,0.8504179,0.587478,0.9216845,0.7812112,0.6522283,0.8296623,0.8519967,0.01431904,0.8844013,0.4303837,0.770151,0.8673262,0.5863489,0.8162702,0.9795026,0.8179006,0.7835065,0.8324435,0.9451496
"GSM989995",47,0.9958614,0.9035149,0.9186844,0.8484862,0.6497779,0.8881837,0.845054,0.3096177,0.9873867,0.4229208,0.9970257,0.8187066,0.8383818,0,0.75762,0.7663743,0.6103656,0.9547645,0.8129409,0.8620605,0.8683003,0.9124708,0.7543339,0.7500349,0.7182459,0.9219161,0.8074975,0.8782974,0.7080428,0.8658223,0.6703913,0.03640996,0.8585525,0.9181949,0.9902373,0.7224588,0.8818055,0.7987564,0.989171,0.4620941,0.8759191,0.8076555,0.8153265,0.989069,0.04244324,0.9297553,0.8292854,0.3328994,0.9080932,0.7688559,0.6236303,0.8111667,0.8181674,0.0104202,0.8777711,0.4536857,0.7854492,0.8587043,0.4305799,0.7501643,0.973755,0.7744271,0.7512423,0.7407081,0.9196234
"GSM989996",33,0.9971862,0.872757,0.9236357,0.8475657,0.7049497,0.8761812,0.8407435,0.3685939,0.9953163,0.5087379,0.9943456,0.7892882,0.8437932,0,0.7604443,0.7998917,0.5841089,0.9588199,0.8343429,0.8306352,0.8657455,0.9233364,0.7720031,0.745437,0.6869472,0.9272836,0.8323424,0.8514015,0.7939242,0.8460256,0.7146238,0.03120896,0.8216168,0.9387577,0.9885447,0.856616,0.8827212,0.8164772,0.9967575,0.5472562,0.8224807,0.8099377,0.829663,0.9853323,0.05869334,0.9201835,0.8422601,0.605706,0.8802672,0.7455411,0.4258143,0.7916949,0.879094,0.01021825,0.8729522,0.4453456,0.7515517,0.8910081,0.5611237,0.7667288,0.9800967,0.8047878,0.7687461,0.818886,0.9008662
"GSM989997",38,0.9930355,0.8823662,0.9151783,0.8542094,0.6473848,0.8771447,0.8525478,0.2803221,0.9887493,0.4708481,0.9969587,0.7848778,0.8209425,0,0.7653962,0.8095515,0.5956012,0.9647158,0.8343285,0.8559633,0.8855079,0.9393802,0.770049,0.7326496,0.7192158,0.9357584,0.8088397,0.8627515,0.7663792,0.8769658,0.6765159,0.03505864,0.8654192,0.9438181,0.9960567,0.7333408,0.8815553,0.8045874,0.9959111,0.4956076,0.8608165,0.8454372,0.8219586,0.9850906,0.05140417,0.9288642,0.8326553,0.4741052,0.9030089,0.7754459,0.5977217,0.8112519,0.8320616,0.01750514,0.8659155,0.4329664,0.7625596,0.881578,0.4765938,0.7978901,0.9622789,0.8106537,0.7784617,0.7047096,0.9136803
"GSM989998",35,0.995962,0.8913074,0.9253254,0.8477406,0.6901351,0.8853402,0.8417542,0.3815613,0.9845117,0.4947354,0.9965891,0.7803109,0.8469064,0.003928661,0.7631032,0.768286,0.5895424,0.9673831,0.8193566,0.8307071,0.8878859,0.9229802,0.7880293,0.7558532,0.7254726,0.9257523,0.8049222,0.8693973,0.7207831,0.8692057,0.7257943,0.02928762,0.8777126,0.9071473,0.9883713,0.8480918,0.8683246,0.8244137,0.995724,0.552586,0.8558041,0.8058777,0.8230002,0.9812017,0.05584271,0.9147394,0.7631696,0.6456281,0.9220594,0.7894102,0.4511816,0.813345,0.8725421,0.02563964,0.8532391,0.4053881,0.7556927,0.8661306,0.5665584,0.7959004,0.9809817,0.7789516,0.7474402,0.8404924,0.9189778
"GSM989999",47,0.9909248,0.8919892,0.9145381,0.8670748,0.6651368,0.8782327,0.8559768,0.362381,0.987321,0.499876,0.9969638,0.7981827,0.8260909,0.002450564,0.7704632,0.8176508,0.5856026,0.9609054,0.8181451,0.8460348,0.8865598,0.9295193,0.8102877,0.7472048,0.7306751,0.9324594,0.8410298,0.8760151,0.7881963,0.8643326,0.7477577,0.03669756,0.8648254,0.9364833,0.9876341,0.8199293,0.8949819,0.827459,0.9904134,0.5424619,0.856612,0.8290958,0.8047546,0.9810245,0.05438034,0.9343055,0.8590124,0.5005888,0.9111077,0.8112113,0.447601,0.8258473,0.8451152,0.01355887,0.8683689,0.4819429,0.7949069,0.8812801,0.4922873,0.8411648,0.9822651,0.797829,0.7658449,0.7699839,0.9184897
"GSM990000",80,0.9914922,0.8350484,0.9198301,0.8699973,0.6452081,0.8716288,0.8538164,0.325094,0.9955776,0.3939504,0.9912698,0.7211768,0.8362558,0,0.733364,0.7916571,0.603604,0.9633855,0.8082514,0.8627954,0.8686899,0.8842373,0.7768881,0.8132056,0.7067863,0.9255945,0.7973121,0.8789634,0.7376943,0.8667362,0.6652574,0.02616217,0.8028731,0.9387966,0.9888443,0.7353793,0.8849798,0.8434637,0.996354,0.4990876,0.85177,0.8250182,0.8241014,0.9819162,0.05329465,0.9371945,0.7934011,0.5209667,0.9090966,0.7780873,0.4449069,0.8022729,0.8270304,0.006985493,0.8836359,0.4713873,0.7863654,0.8753458,0.4680119,0.7906834,0.9816875,0.8004001,0.7310228,0.7415808,0.935374
"GSM990001",86,0.9870717,0.880979,0.9483818,0.845846,0.7011404,0.8969181,0.8560506,0.3326833,0.9943988,0.4356954,0.9965472,0.7926278,0.8534389,0,0.7916492,0.8177792,0.6347287,0.9692,0.8150895,0.8575379,0.8923542,0.9053873,0.7523865,0.8026636,0.7852889,0.9344339,0.8112517,0.872247,0.7244623,0.8449555,0.7742735,0.02349707,0.8690563,0.9550472,0.9955009,0.7995394,0.8847556,0.8047569,0.9959351,0.5581816,0.8769292,0.8309836,0.8322097,0.9896529,0.06072877,0.9254829,0.9197633,0.6294037,0.9163402,0.7795081,0.4578207,0.8166917,0.8865333,0.005931381,0.8751256,0.5443251,0.7833937,0.9014018,0.5560626,0.8026806,0.9946176,0.7945079,0.74273,0.7548394,0.9332042
"GSM990002",71,0.9952982,0.8706511,0.8983355,0.84774354,0.7259367,0.8673785,0.8320111,0.3839629,0.9846398,0.4920065,0.9961398,0.7999468,0.8067254,0,0.7575086,0.7961687,0.6014206,0.9541572,0.8105469,0.8219617,0.8664656,0.9240591,0.7651072,0.761337,0.7438071,0.9040066,0.7597209,0.8711828,0.74918,0.8635532,0.6632783,0.03848824,0.8562421,0.9358481,0.9912379,0.8238662,0.8789961,0.7852023,0.9848153,0.5562767,0.8622897,0.7924801,0.813119,0.9815816,0.05896488,0.906682,0.8299499,0.5273523,0.9045185,0.7723502,0.4464686,0.8131188,0.8519071,0.01965455,0.8579115,0.4978275,0.7695674,0.877862,0.5080724,0.7307326,0.977459,0.7823312,0.7591121,0.8313563,0.9184412
"GSM990003",77,0.9919615,0.8975518,0.9128433,0.8055385,0.6614421,0.8563667,0.8328967,0.3228067,0.9914249,0.4297261,0.994596,0.7768717,0.8328632,0,0.7685397,0.7438747,0.5907499,0.9584008,0.8329634,0.8267623,0.8640783,0.9178283,0.7410381,0.7612142,0.6905735,0.9144803,0.8266131,0.8279939,0.7706732,0.8392853,0.6947818,0.04343661,0.8447791,0.9445801,0.9914811,0.7342726,0.8657127,0.7973664,0.9936581,0.505824,0.8812208,0.8037888,0.8109139,0.9815552,0.06076652,0.9354044,0.8357878,0.490589,0.8825933,0.7251441,0.4370557,0.7970945,0.8385428,0.01499535,0.847549,0.4913551,0.7521677,0.8226365,0.4900338,0.742741,0.9762775,0.7866999,0.7385095,0.7531422,0.8996865
"GSM990004",67,0.9916396,0.8307989,0.9016037,0.843551,0.6512226,0.8575568,0.834359,0.2784062,0.993161,0.3862214,0.9970792,0.7497292,0.8039546,0,0.7611732,0.7721859,0.5889692,0.9561659,0.7602969,0.8304931,0.8360319,0.8917501,0.734225,0.7987931,0.7135188,0.9280553,0.7905324,0.865387,0.685881,0.8458745,0.6718813,0.03517978,0.8783258,0.8948801,0.9918519,0.7407053,0.8790557,0.7786704,0.9961385,0.4953014,0.8712643,0.7893379,0.7996896,0.981315,0.06745908,0.9166278,0.7507244,0.4809062,0.8982334,0.7328106,0.6094224,0.8142278,0.8294281,0.01075016,0.8422021,0.4233279,0.7716304,0.7906752,0.4928802,0.7563122,0.995514,0.7662758,0.7100033,0.7159638,0.8883985
"GSM990005",84,0.9967365,0.8950124,0.9112327,0.8228744,0.6761649,0.8350485,0.8310627,0.3614168,0.9865115,0.4283634,0.9965125,0.7714006,0.8351589,0.00324547,0.7427416,0.7917186,0.5895979,0.9566451,0.8152986,0.8242076,0.8551357,0.9056689,0.7584678,0.8156972,0.6808568,0.9187655,0.814894,0.8506156,0.7102405,0.8515204,0.6525279,0.02499573,0.8694295,0.9022756,0.9869072,0.8436099,0.8840375,0.7786236,0.9961562,0.5126263,0.8612725,0.8053856,0.8005089,0.9893225,0.05953969,0.9044092,0.7653124,0.5906001,0.8827971,0.7410378,0.3970129,0.8085528,0.8067295,0.02485701,0.8385588,0.407301,0.7719534,0.841236,0.4907432,0.7756734,0.9860185,0.7778715,0.7259814,0.7895734,0.9071907
"GSM990006",80,0.992101,0.8752498,0.9230763,0.8654193,0.7148657,0.8582726,0.8420315,0.3613372,0.9915906,0.4301917,0.9967929,0.7761771,0.7853395,0,0.7640349,0.7964208,0.6030442,0.9591893,0.8165987,0.8642629,0.873249,0.8994576,0.761602,0.6892964,0.722858,0.9137049,0.8018923,0.8789594,0.7049611,0.8566507,0.6875128,0.0185487,0.8693533,0.9220641,0.9859241,0.7598731,0.8691214,0.8047621,0.9954481,0.583734,0.8892937,0.8278459,0.8310715,0.9858029,0.07093588,0.9246591,0.8586096,0.5025367,0.9148619,0.7390015,0.7205946,0.8392164,0.847796,0.01166598,0.8484486,0.5670766,0.7807009,0.895183,0.4934973,0.8170152,0.9941725,0.7657684,0.7500092,0.8029967,0.9053404
"GSM990007",70,0.9893793,0.8728603,0.9041538,0.8486654,0.6700349,0.8499492,0.8414401,0.3456902,0.9888226,0.4060155,0.988834,0.7609125,0.7769239,0.003183873,0.7671914,0.7596796,0.593414,0.933682,0.7896305,0.8338338,0.8791463,0.9230324,0.7433231,0.7328963,0.7136285,0.9050967,0.7771792,0.8405588,0.6846136,0.8270673,0.6677924,0.036723,0.8359492,0.9103894,0.980304,0.7978994,0.8674746,0.7900582,0.9948705,0.5082884,0.844401,0.7976224,0.8053149,0.9797959,0.07034125,0.9107375,0.8681975,0.5155215,0.8710131,0.7262899,0.6524195,0.7978263,0.8522658,0.0200329,0.8227986,0.4732919,0.7488645,0.8536012,0.4903634,0.7381145,0.9677011,0.7468901,0.7362109,0.7370692,0.9014431
"GSM990008",67,0.9942983,0.8824876,0.8987266,0.8782596,0.6587269,0.8729973,0.8445706,0.3242416,0.9953835,0.4433584,0.9973214,0.7775305,0.8080478,0.0008630587,0.7443437,0.7780976,0.5872279,0.9579644,0.7978532,0.8305916,0.8537086,0.9094052,0.7602363,0.7633136,0.715505,0.9018713,0.7686881,0.8533485,0.7268147,0.8450916,0.7202932,0.03251496,0.8653975,0.9285416,0.9928233,0.7757542,0.8687835,0.7838691,0.9965042,0.590987,0.8545121,0.8026398,0.8108855,0.9801499,0.06660302,0.917496,0.8644416,0.5651987,0.8822762,0.7486675,0.2290109,0.7896662,0.8464912,0.006064611,0.8428222,0.4854355,0.7544491,0.880631,0.5261086,0.768132,0.967137,0.7739313,0.7277249,0.7604815,0.9211816
"GSM990009",63,0.9922628,0.8879086,0.9053633,0.8782952,0.6973931,0.8649058,0.8412231,0.319858,0.9880908,0.4519595,0.9964367,0.7716305,0.8449803,0,0.7664396,0.7914855,0.5537402,0.9427739,0.8219715,0.8312871,0.8630736,0.9270723,0.7998332,0.8010649,0.7084585,0.8973156,0.8207253,0.8563138,0.7349358,0.8574865,0.6028931,0.03461153,0.8681705,0.935322,0.9963463,0.8537346,0.8798101,0.7926056,0.9961725,0.5702736,0.8624261,0.8045111,0.8110901,0.9857591,0.06387958,0.9191781,0.8447778,0.505632,0.9022857,0.7444481,0.5979161,0.8133013,0.8419815,0.007593905,0.8453557,0.4411203,0.7516021,0.8224494,0.5120844,0.8064337,0.9790424,0.807648,0.7360274,0.7981344,0.8898044
"GSM990010",70,0.9940326,0.8953456,0.9375594,0.8413594,0.7042844,0.8717829,0.8542989,0.3946673,0.9890314,0.439743,0.9971604,0.7787482,0.8528181,0,0.7866073,0.78177,0.620833,0.9615995,0.8033037,0.8223004,0.8839186,0.9118311,0.7677018,0.7811669,0.7363651,0.9188634,0.7800791,0.8520906,0.6921124,0.8621521,0.6499559,0.02490707,0.8918411,0.9054189,0.9959224,0.8576123,0.9004246,0.8033094,0.9959295,0.5790976,0.8553016,0.8064352,0.8271339,0.9960881,0.04897025,0.9079261,0.9039903,0.7022784,0.9006969,0.7474607,0.2305298,0.8075038,0.8445661,0.01174331,0.8520053,0.6000009,0.7708308,0.8801532,0.6058291,0.8028525,0.9841602,0.7873485,0.7150107,0.8083671,0.9111575
"GSM990011",56,0.9919847,0.8667358,0.9167001,0.8363105,0.6684842,0.8716339,0.8352121,0.2975599,0.9825115,0.4191206,0.9918168,0.7363443,0.7889289,0,0.7566398,0.7535974,0.6134229,0.9579948,0.7786837,0.841288,0.8437656,0.8915664,0.7555239,0.7456678,0.7034077,0.9219737,0.760008,0.8694226,0.6614627,0.8315654,0.6234721,0.02993886,0.8701466,0.8861316,0.9768149,0.732871,0.8762185,0.7721063,0.9957893,0.5044613,0.8491897,0.7964173,0.8262166,0.9911608,0.05400557,0.92637,0.796356,0.4457632,0.900662,0.742793,0.608258,0.7961579,0.8379242,0.01009779,0.8666286,0.4544713,0.7915639,0.7955405,0.4512214,0.7752326,0.9875674,0.7852566,0.7343955,0.7131739,0.909749
"GSM990012",67,0.9877167,0.8667015,0.9222189,0.8499135,0.7109191,0.8910174,0.8574578,0.343504,0.9942242,0.4443816,0.9959051,0.7918177,0.7685484,0.0003428803,0.766813,0.8043486,0.603924,0.9766511,0.8167362,0.847214,0.8683213,0.8959794,0.7878571,0.7658048,0.7624099,0.927897,0.7981595,0.8876959,0.7556284,0.8425429,0.728585,0.03424782,0.8669521,0.9403241,0.9887829,0.7927244,0.8819126,0.8101914,0.9953505,0.5664896,0.8833183,0.8331176,0.8233963,0.9846647,0.06360479,0.9317279,0.8482448,0.6515113,0.909124,0.7710851,0.2110562,0.8125463,0.857695,0.001093706,0.8612766,0.495629,0.7801286,0.8752871,0.576606,0.7252002,0.9787442,0.8065038,0.7405296,0.7912074,0.8925319
"GSM990013",70,0.9966159,0.8765695,0.9193242,0.8450971,0.7061898,0.8714581,0.8399008,0.3484767,0.9855155,0.4609481,0.9968253,0.7987342,0.7949685,0,0.7699134,0.7778959,0.5952119,0.9556008,0.8308656,0.8231825,0.8596194,0.8929074,0.7851425,0.7717928,0.7125956,0.9419735,0.8045815,0.8528255,0.7283112,0.8361092,0.7150216,0.03415059,0.8657973,0.9092973,0.9915372,0.8082909,0.8892913,0.8074813,0.9953243,0.5171435,0.867226,0.8314454,0.8364996,0.9833581,0.057269,0.8989057,0.8079773,0.4648625,0.9064714,0.7466813,0.4438084,0.8033438,0.8581439,0.01308644,0.8667186,0.4979209,0.75821,0.8413145,0.4887048,0.7779073,0.9710475,0.792232,0.7430745,0.7880501,0.9117172
"GSM990014",70,0.9950996,0.8478112,0.9238389,0.8444628,0.6821758,0.8733628,0.8288525,0.365253,0.98494,0.4246085,0.9942054,0.7416112,0.8050234,0.0009966298,0.7782899,0.799404,0.5882438,0.9386941,0.7682135,0.8390538,0.8491017,0.896668,0.76799,0.7389023,0.7357023,0.9205288,0.7771467,0.8576618,0.6386758,0.7901842,0.6331115,0.02515283,0.8704401,0.9145751,0.9788496,0.8080441,0.8683798,0.735781,0.9955746,0.5186729,0.8632085,0.7404799,0.8119422,0.9884577,0.05986759,0.9189919,0.8856626,0.5626435,0.9071466,0.7653722,0.6245456,0.8156597,0.8685181,0.01193617,0.8596991,0.525314,0.7741656,0.8552882,0.5534016,0.7067236,0.9824539,0.7158379,0.6889884,0.7744812,0.8990929
"GSM990015",74,0.9890168,0.8769813,0.9073459,0.8537347,0.6157533,0.8869278,0.8376105,0.3462358,0.9945127,0.4436559,0.9923272,0.7751523,0.7508885,0.002458057,0.7576588,0.7790055,0.610588,0.9496946,0.799512,0.8227059,0.8485805,0.8891714,0.7983816,0.7499637,0.7176759,0.9241785,0.8180159,0.8648122,0.689594,0.839448,0.700702,0.03410645,0.8754924,0.9079875,0.9822966,0.6415184,0.8727959,0.7494489,0.9956676,0.5771514,0.8673879,0.8074627,0.8074778,0.9844314,0.05781039,0.911809,0.9606868,0.4899442,0.8993108,0.7611035,0.4074244,0.8121204,0.8623773,0.008365533,0.8382066,0.5198556,0.7757644,0.8982158,0.4779867,0.8210966,0.9749904,0.7730059,0.7268258,0.6500868,0.9309563
"GSM990016",73,0.9920169,0.8465399,0.9005924,0.8522428,0.6361508,0.8770527,0.8187501,0.3319186,0.985364,0.4157779,0.9969596,0.7710004,0.8192201,0.001822922,0.780851,0.7801802,0.6002995,0.9669752,0.7949936,0.8124467,0.8558992,0.8906431,0.7570852,0.7680364,0.690088,0.9252125,0.7793562,0.8393586,0.6614001,0.8387026,0.7161462,0.03538799,0.8728775,0.9063789,0.9846915,0.7189875,0.8725721,0.7731546,0.9953965,0.4626503,0.8787563,0.8006393,0.8249663,0.9815354,0.05779498,0.9077255,0.70695,0.4963673,0.9076868,0.7325048,0.7044275,0.8011052,0.8100742,0.01596717,0.8529729,0.4309621,0.7537529,0.8166772,0.4708822,0.6549047,0.9766734,0.7715861,0.6957255,0.7023188,0.8983192
"GSM990017",77,0.9905865,0.9021358,0.9463145,0.8472359,0.7278489,0.8811451,0.828382,0.3944238,0.9898691,0.4599997,0.9835366,0.7965402,0.8393156,0,0.7144813,0.8136441,0.6034132,0.9584793,0.8386403,0.8390008,0.8283362,0.9179275,0.7493023,0.7968946,0.7362128,0.897679,0.7898949,0.873808,0.731932,0.8574749,0.7651147,0.03604159,0.8732814,0.9189602,0.9797189,0.9114178,0.879008,0.8284379,0.9954104,0.5791727,0.8864312,0.8046236,0.8336236,0.9725272,0.05765079,0.9179912,0.734858,0.4310087,0.9165812,0.7555146,0.3634574,0.7968052,0.8640034,0.01031841,0.8556069,0.4258713,0.7923788,0.9138391,0.4547724,0.7777073,0.9786744,0.8055612,0.7733585,0.8327528,0.9086553
"GSM990018",80,0.9918982,0.8878088,0.9512756,0.8707841,0.6670952,0.8651547,0.8503485,0.3653803,0.9928699,0.3994669,0.9964158,0.781674,0.7930614,0,0.7780347,0.8168147,0.6044132,0.969963,0.8121818,0.8490659,0.8720954,0.9186552,0.7714478,0.7932832,0.7442352,0.9311818,0.8105881,0.8616748,0.7940298,0.8658746,0.7615679,0.02585815,0.8678651,0.9196348,0.984292,0.833881,0.8732857,0.8161612,0.9919932,0.5336125,0.8679203,0.8185568,0.8368112,0.9749662,0.05753299,0.9153277,0.9361371,0.5284895,0.9108904,0.7681031,0.5503527,0.8239235,0.8473444,0.005904608,0.8687468,0.514227,0.7978472,0.7976834,0.4881767,0.4523638,0.9943419,0.7943209,0.766304,0.7820113,0.9111649
"GSM990019",66,0.9898334,0.8644599,0.9152795,0.8889855,0.7023441,0.9046392,0.8525842,0.3317341,0.9899999,0.4583907,0.9924312,0.7696589,0.8411529,0.003973507,0.7747518,0.8185071,0.5997257,0.9598833,0.8446929,0.8462635,0.8748668,0.8790215,0.779749,0.8080935,0.7463672,0.9161237,0.8474318,0.8758639,0.7670375,0.8776282,0.7480382,0.0304919,0.8929687,0.9323757,0.9947907,0.8178947,0.8635665,0.8269747,0.9954757,0.4758949,0.9047485,0.8185654,0.8181497,0.9813948,0.0522917,0.9058393,0.844549,0.6242306,0.9054,0.7809165,0.3663965,0.8572911,0.8220353,0.01411899,0.8548566,0.4159748,0.7836621,0.7860875,0.5769699,0.7965944,0.9862908,0.803542,0.7550559,0.752094,0.9086957
